Column 1;Column 2 (V/s);Column 3 (V);Index;Time (s);Potential applied (V);WE(1).Current (A)
2;0.005;0.0002;1;136.328481655804;-0.899810791015625;-0.00132568359375
;;;2;136.358999655727;-0.899658203125;-0.00132354736328125
;;;3;136.38951765565;-0.899505615234375;-0.001324462890625
;;;4;136.420035655573;-0.89935302734375;-0.001326904296875
;;;5;136.450553655495;-0.899200439453125;-0.00132720947265625
;;;6;136.481071655418;-0.8990478515625;-0.00132659912109375
;;;7;136.511589655341;-0.898895263671875;-0.00132720947265625
;;;8;136.542107655264;-0.89874267578125;-0.00132598876953125
;;;9;136.572625655187;-0.898590087890625;-0.00132537841796875
;;;10;136.60314365511;-0.8984375;-0.00132568359375
;;;11;136.633661655033;-0.898284912109375;-0.00132598876953125
;;;12;136.664179654956;-0.89813232421875;-0.00132476806640625
;;;13;136.694697654879;-0.897979736328125;-0.00132354736328125
;;;14;136.725215654802;-0.8978271484375;-0.0013232421875
;;;15;136.755733654725;-0.897674560546875;-0.001324462890625
;;;16;136.786251654648;-0.89752197265625;-0.0013262939453125
;;;17;136.816769654571;-0.897369384765625;-0.00132537841796875
;;;18;136.847287654494;-0.897216796875;-0.0013226318359375
;;;19;136.877805654417;-0.897064208984375;-0.00132537841796875
;;;20;136.90832365434;-0.89691162109375;-0.0013262939453125
;;;21;136.938841654263;-0.896759033203125;-0.0013189697265625
;;;22;136.969359654186;-0.8966064453125;-0.00131561279296875
;;;23;136.999877654109;-0.896453857421875;-0.00131927490234375
;;;24;137.030395654032;-0.89630126953125;-0.00132049560546875
;;;25;137.060913653954;-0.896148681640625;-0.00132049560546875
;;;26;137.091431653877;-0.89599609375;-0.0013201904296875
;;;27;137.1219496538;-0.895843505859375;-0.00132080078125
;;;28;137.152467653723;-0.89569091796875;-0.00132110595703125
;;;29;137.182985653646;-0.895538330078125;-0.00132171630859375
;;;30;137.213503653569;-0.8953857421875;-0.00132415771484375
;;;31;137.244021653492;-0.895233154296875;-0.00132171630859375
;;;32;137.274539653415;-0.89508056640625;-0.00131927490234375
;;;33;137.305057653338;-0.894927978515625;-0.00131866455078125
;;;34;137.335575653261;-0.894775390625;-0.001318359375
;;;35;137.366093653184;-0.894622802734375;-0.00131927490234375
;;;36;137.396611653107;-0.89447021484375;-0.00131927490234375
;;;37;137.42712965303;-0.894317626953125;-0.0013189697265625
;;;38;137.457647652953;-0.8941650390625;-0.00131866455078125
;;;39;137.488165652876;-0.894012451171875;-0.00131927490234375
;;;40;137.518683652799;-0.89385986328125;-0.00131805419921875
;;;41;137.549201652722;-0.893707275390625;-0.001318359375
;;;42;137.579719652645;-0.8935546875;-0.0013177490234375
;;;43;137.610237652568;-0.893402099609375;-0.00131805419921875
;;;44;137.640755652491;-0.89324951171875;-0.0013189697265625
;;;45;137.671273652413;-0.893096923828125;-0.00131927490234375
;;;46;137.701791652336;-0.8929443359375;-0.00131744384765625
;;;47;137.732309652259;-0.892791748046875;-0.00131591796875
;;;48;137.762827652182;-0.89263916015625;-0.00131561279296875
;;;49;137.793345652105;-0.892486572265625;-0.00131591796875
;;;50;137.823863652028;-0.892333984375;-0.00131500244140625
;;;51;137.854381651951;-0.892181396484375;-0.001314697265625
;;;52;137.884899651874;-0.89202880859375;-0.0013153076171875
;;;53;137.915417651797;-0.891876220703125;-0.00131500244140625
;;;54;137.94593565172;-0.8917236328125;-0.00131378173828125
;;;55;137.976453651643;-0.891571044921875;-0.0013134765625
;;;56;138.006971651566;-0.89141845703125;-0.00131378173828125
;;;57;138.037489651489;-0.891265869140625;-0.00131439208984375
;;;58;138.068007651412;-0.89111328125;-0.00131500244140625
;;;59;138.098525651335;-0.890960693359375;-0.0013153076171875
;;;60;138.129043651258;-0.89080810546875;-0.0013140869140625
;;;61;138.159561651181;-0.890655517578125;-0.00131256103515625
;;;62;138.190079651104;-0.8905029296875;-0.00131103515625
;;;63;138.220597651027;-0.890350341796875;-0.00131103515625
;;;64;138.251115650949;-0.89019775390625;-0.0013116455078125
;;;65;138.281633650872;-0.890045166015625;-0.00131134033203125
;;;66;138.312151650795;-0.889892578125;-0.00131134033203125
;;;67;138.342669650718;-0.889739990234375;-0.0013116455078125
;;;68;138.373187650641;-0.88958740234375;-0.00131195068359375
;;;69;138.403705650564;-0.889434814453125;-0.0013128662109375
;;;70;138.434223650487;-0.8892822265625;-0.0013128662109375
;;;71;138.46474165041;-0.889129638671875;-0.001312255859375
;;;72;138.495259650333;-0.88897705078125;-0.00131134033203125
;;;73;138.525777650256;-0.888824462890625;-0.0013116455078125
;;;74;138.556295650179;-0.888671875;-0.00131256103515625
;;;75;138.586813650102;-0.888519287109375;-0.0013134765625
;;;76;138.617331650025;-0.88836669921875;-0.0013134765625
;;;77;138.647849649948;-0.888214111328125;-0.00131378173828125
;;;78;138.678367649871;-0.8880615234375;-0.00131256103515625
;;;79;138.708885649794;-0.887908935546875;-0.00130950927734375
;;;80;138.739403649717;-0.88775634765625;-0.0013067626953125
;;;81;138.76992164964;-0.887603759765625;-0.001307373046875
;;;82;138.800439649563;-0.887451171875;-0.00131011962890625
;;;83;138.830957649486;-0.887298583984375;-0.00131103515625
;;;84;138.861475649408;-0.88714599609375;-0.00131072998046875
;;;85;138.891993649331;-0.886993408203125;-0.00131072998046875
;;;86;138.922511649254;-0.8868408203125;-0.00131134033203125
;;;87;138.953029649177;-0.886688232421875;-0.00131195068359375
;;;88;138.9835476491;-0.88653564453125;-0.00131256103515625
;;;89;139.014065649023;-0.886383056640625;-0.001312255859375
;;;90;139.044583648946;-0.88623046875;-0.0013116455078125
;;;91;139.075101648869;-0.886077880859375;-0.001309814453125
;;;92;139.105619648792;-0.88592529296875;-0.001309814453125
;;;93;139.136137648715;-0.885772705078125;-0.0013134765625
;;;94;139.166655648638;-0.8856201171875;-0.00131439208984375
;;;95;139.197173648561;-0.885467529296875;-0.0013134765625
;;;96;139.227691648484;-0.88531494140625;-0.0013116455078125
;;;97;139.258209648407;-0.885162353515625;-0.0013079833984375
;;;98;139.28872764833;-0.885009765625;-0.00130828857421875
;;;99;139.319245648253;-0.884857177734375;-0.00130950927734375
;;;100;139.349763648176;-0.88470458984375;-0.00130889892578125
;;;101;139.380281648099;-0.884552001953125;-0.00130889892578125
;;;102;139.410799648022;-0.8843994140625;-0.001309814453125
;;;103;139.441317647945;-0.884246826171875;-0.00130859375
;;;104;139.471835647867;-0.88409423828125;-0.0013079833984375
;;;105;139.50235364779;-0.883941650390625;-0.001307373046875
;;;106;139.532871647713;-0.8837890625;-0.00130767822265625
;;;107;139.563389647636;-0.883636474609375;-0.00130889892578125
;;;108;139.593907647559;-0.88348388671875;-0.00130950927734375
;;;109;139.624425647482;-0.883331298828125;-0.001309814453125
;;;110;139.654943647405;-0.8831787109375;-0.0013104248046875
;;;111;139.685461647328;-0.883026123046875;-0.0013134765625
;;;112;139.715979647251;-0.88287353515625;-0.00131103515625
;;;113;139.746497647174;-0.882720947265625;-0.0013079833984375
;;;114;139.777015647097;-0.882568359375;-0.00130523681640625
;;;115;139.80753364702;-0.882415771484375;-0.00130523681640625
;;;116;139.838051646943;-0.88226318359375;-0.001307373046875
;;;117;139.868569646866;-0.882110595703125;-0.00130889892578125
;;;118;139.899087646789;-0.8819580078125;-0.00131134033203125
;;;119;139.929605646712;-0.881805419921875;-0.00131195068359375
;;;120;139.960123646635;-0.88165283203125;-0.00131103515625
;;;121;139.990641646558;-0.881500244140625;-0.00131011962890625
;;;122;140.021159646481;-0.88134765625;-0.00130828857421875
;;;123;140.051677646404;-0.881195068359375;-0.00130767822265625
;;;124;140.082195646326;-0.88104248046875;-0.0013092041015625
;;;125;140.112713646249;-0.880889892578125;-0.001309814453125
;;;126;140.143231646172;-0.8807373046875;-0.001307373046875
;;;127;140.173749646095;-0.880584716796875;-0.0013067626953125
;;;128;140.204267646018;-0.88043212890625;-0.0013079833984375
;;;129;140.234785645941;-0.880279541015625;-0.00130889892578125
;;;130;140.265303645864;-0.880126953125;-0.00130859375
;;;131;140.295821645787;-0.879974365234375;-0.00130859375
;;;132;140.32633964571;-0.87982177734375;-0.0013079833984375
;;;133;140.356857645633;-0.879669189453125;-0.0013067626953125
;;;134;140.387375645556;-0.8795166015625;-0.0013055419921875
;;;135;140.417893645479;-0.879364013671875;-0.00130615234375
;;;136;140.448411645402;-0.87921142578125;-0.00130950927734375
;;;137;140.478929645325;-0.879058837890625;-0.001312255859375
;;;138;140.509447645248;-0.87890625;-0.0013116455078125
;;;139;140.539965645171;-0.878753662109375;-0.00130889892578125
;;;140;140.570483645094;-0.87860107421875;-0.00130615234375
;;;141;140.601001645017;-0.878448486328125;-0.0013043212890625
;;;142;140.63151964494;-0.8782958984375;-0.00130401611328125
;;;143;140.662037644862;-0.878143310546875;-0.00130279541015625
;;;144;140.692555644785;-0.87799072265625;-0.00130401611328125
;;;145;140.723073644708;-0.877838134765625;-0.00130462646484375
;;;146;140.753591644631;-0.877685546875;-0.00130462646484375
;;;147;140.784109644554;-0.877532958984375;-0.00130462646484375
;;;148;140.814627644477;-0.87738037109375;-0.00130462646484375
;;;149;140.8451456444;-0.877227783203125;-0.00130462646484375
;;;150;140.875663644323;-0.8770751953125;-0.0013043212890625
;;;151;140.906181644246;-0.876922607421875;-0.00130462646484375
;;;152;140.936699644169;-0.87677001953125;-0.0013043212890625
;;;153;140.967217644092;-0.876617431640625;-0.001304931640625
;;;154;140.997735644015;-0.87646484375;-0.0013067626953125
;;;155;141.028253643938;-0.876312255859375;-0.00130523681640625
;;;156;141.058771643861;-0.87615966796875;-0.00130523681640625
;;;157;141.089289643784;-0.876007080078125;-0.00130584716796875
;;;158;141.119807643707;-0.8758544921875;-0.0013055419921875
;;;159;141.15032564363;-0.875701904296875;-0.00130645751953125
;;;160;141.180843643553;-0.87554931640625;-0.00130645751953125
;;;161;141.211361643476;-0.875396728515625;-0.00130645751953125
;;;162;141.241879643399;-0.875244140625;-0.00130615234375
;;;163;141.272397643321;-0.875091552734375;-0.00130615234375
;;;164;141.302915643244;-0.87493896484375;-0.00130767822265625
;;;165;141.333433643167;-0.874786376953125;-0.001309814453125
;;;166;141.36395164309;-0.8746337890625;-0.0013116455078125
;;;167;141.394469643013;-0.874481201171875;-0.00130615234375
;;;168;141.424987642936;-0.87432861328125;-0.00130218505859375
;;;169;141.455505642859;-0.874176025390625;-0.00130340576171875
;;;170;141.486023642782;-0.8740234375;-0.001304931640625
;;;171;141.516541642705;-0.873870849609375;-0.00130523681640625
;;;172;141.547059642628;-0.87371826171875;-0.001304931640625
;;;173;141.577577642551;-0.873565673828125;-0.001304931640625
;;;174;141.608095642474;-0.8734130859375;-0.00130523681640625
;;;175;141.638613642397;-0.873260498046875;-0.0013043212890625
;;;176;141.66913164232;-0.87310791015625;-0.00130462646484375
;;;177;141.699649642243;-0.872955322265625;-0.00130523681640625
;;;178;141.730167642166;-0.872802734375;-0.00130523681640625
;;;179;141.760685642089;-0.872650146484375;-0.001304931640625
;;;180;141.791203642012;-0.87249755859375;-0.0013043212890625
;;;181;141.821721641935;-0.872344970703125;-0.00130340576171875
;;;182;141.852239641858;-0.8721923828125;-0.00130279541015625
;;;183;141.88275764178;-0.872039794921875;-0.00130401611328125
;;;184;141.913275641703;-0.87188720703125;-0.001304931640625
;;;185;141.943793641626;-0.871734619140625;-0.0013043212890625
;;;186;141.974311641549;-0.87158203125;-0.00130218505859375
;;;187;142.004829641472;-0.871429443359375;-0.00130157470703125
;;;188;142.035347641395;-0.87127685546875;-0.001302490234375
;;;189;142.065865641318;-0.871124267578125;-0.0013031005859375
;;;190;142.096383641241;-0.8709716796875;-0.00130401611328125
;;;191;142.126901641164;-0.870819091796875;-0.00130340576171875
;;;192;142.157419641087;-0.87066650390625;-0.00130279541015625
;;;193;142.18793764101;-0.870513916015625;-0.001302490234375
;;;194;142.218455640933;-0.870361328125;-0.0013031005859375
;;;195;142.248973640856;-0.870208740234375;-0.0013037109375
;;;196;142.279491640779;-0.87005615234375;-0.0013043212890625
;;;197;142.310009640702;-0.869903564453125;-0.0013043212890625
;;;198;142.340527640625;-0.8697509765625;-0.00130401611328125
;;;199;142.371045640548;-0.869598388671875;-0.00130340576171875
;;;200;142.401563640471;-0.86944580078125;-0.00130157470703125
;;;201;142.432081640394;-0.869293212890625;-0.00130157470703125
;;;202;142.462599640317;-0.869140625;-0.00130096435546875
;;;203;142.493117640239;-0.868988037109375;-0.0012994384765625
;;;204;142.523635640162;-0.86883544921875;-0.001298828125
;;;205;142.554153640085;-0.868682861328125;-0.00130096435546875
;;;206;142.584671640008;-0.8685302734375;-0.00130279541015625
;;;207;142.615189639931;-0.868377685546875;-0.001302490234375
;;;208;142.645707639854;-0.86822509765625;-0.00130218505859375
;;;209;142.676225639777;-0.868072509765625;-0.00130157470703125
;;;210;142.7067436397;-0.867919921875;-0.00130096435546875
;;;211;142.737261639623;-0.867767333984375;-0.00130157470703125
;;;212;142.767779639546;-0.86761474609375;-0.00130096435546875
;;;213;142.798297639469;-0.867462158203125;-0.00130126953125
;;;214;142.828815639392;-0.8673095703125;-0.0013006591796875
;;;215;142.859333639315;-0.867156982421875;-0.00130035400390625
;;;216;142.889851639238;-0.86700439453125;-0.00129974365234375
;;;217;142.920369639161;-0.866851806640625;-0.0012994384765625
;;;218;142.950887639084;-0.86669921875;-0.001300048828125
;;;219;142.981405639007;-0.866546630859375;-0.00130157470703125
;;;220;143.01192363893;-0.86639404296875;-0.00130279541015625
;;;221;143.042441638853;-0.866241455078125;-0.0013037109375
;;;222;143.072959638776;-0.8660888671875;-0.0013037109375
;;;223;143.103477638698;-0.865936279296875;-0.00130340576171875
;;;224;143.133995638621;-0.86578369140625;-0.0013037109375
;;;225;143.164513638544;-0.865631103515625;-0.00130401611328125
;;;226;143.195031638467;-0.865478515625;-0.00130279541015625
;;;227;143.22554963839;-0.865325927734375;-0.001302490234375
;;;228;143.256067638313;-0.86517333984375;-0.0013031005859375
;;;229;143.286585638236;-0.865020751953125;-0.00130462646484375
;;;230;143.317103638159;-0.8648681640625;-0.001304931640625
;;;231;143.347621638082;-0.864715576171875;-0.001304931640625
;;;232;143.378139638005;-0.86456298828125;-0.0013037109375
;;;233;143.408657637928;-0.864410400390625;-0.0013031005859375
;;;234;143.439175637851;-0.8642578125;-0.00130279541015625
;;;235;143.469693637774;-0.864105224609375;-0.0013018798828125
;;;236;143.500211637697;-0.86395263671875;-0.00130157470703125
;;;237;143.53072963762;-0.863800048828125;-0.0013018798828125
;;;238;143.561247637543;-0.8636474609375;-0.00130340576171875
;;;239;143.591765637466;-0.863494873046875;-0.00130340576171875
;;;240;143.622283637389;-0.86334228515625;-0.0013037109375
;;;241;143.652801637312;-0.863189697265625;-0.00130523681640625
;;;242;143.683319637234;-0.863037109375;-0.00130523681640625
;;;243;143.713837637157;-0.862884521484375;-0.00130279541015625
;;;244;143.74435563708;-0.86273193359375;-0.00130126953125
;;;245;143.774873637003;-0.862579345703125;-0.00130096435546875
;;;246;143.805391636926;-0.8624267578125;-0.00130096435546875
;;;247;143.835909636849;-0.862274169921875;-0.00130035400390625
;;;248;143.866427636772;-0.86212158203125;-0.0013006591796875
;;;249;143.896945636695;-0.861968994140625;-0.00130035400390625
;;;250;143.927463636618;-0.86181640625;-0.00129913330078125
;;;251;143.957981636541;-0.861663818359375;-0.0012982177734375
;;;252;143.988499636464;-0.86151123046875;-0.00129791259765625
;;;253;144.019017636387;-0.861358642578125;-0.00129852294921875
;;;254;144.04953563631;-0.8612060546875;-0.00129913330078125
;;;255;144.080053636233;-0.861053466796875;-0.00129913330078125
;;;256;144.110571636156;-0.86090087890625;-0.00129913330078125
;;;257;144.141089636079;-0.860748291015625;-0.0012994384765625
;;;258;144.171607636002;-0.860595703125;-0.00130035400390625
;;;259;144.202125635925;-0.860443115234375;-0.001298828125
;;;260;144.232643635848;-0.86029052734375;-0.00129852294921875
;;;261;144.263161635771;-0.860137939453125;-0.00130126953125
;;;262;144.293679635693;-0.8599853515625;-0.00130157470703125
;;;263;144.324197635616;-0.859832763671875;-0.00130126953125
;;;264;144.354715635539;-0.85968017578125;-0.00130157470703125
;;;265;144.385233635462;-0.859527587890625;-0.00130126953125
;;;266;144.415751635385;-0.859375;-0.0013006591796875
;;;267;144.446269635308;-0.859222412109375;-0.00129974365234375
;;;268;144.476787635231;-0.85906982421875;-0.00129852294921875
;;;269;144.507305635154;-0.858917236328125;-0.00129730224609375
;;;270;144.537823635077;-0.8587646484375;-0.0012957763671875
;;;271;144.568341635;-0.858612060546875;-0.00129669189453125
;;;272;144.598859634923;-0.85845947265625;-0.0012982177734375
;;;273;144.629377634846;-0.858306884765625;-0.001298828125
;;;274;144.659895634769;-0.858154296875;-0.001298828125
;;;275;144.690413634692;-0.858001708984375;-0.0012982177734375
;;;276;144.720931634615;-0.85784912109375;-0.00129974365234375
;;;277;144.751449634538;-0.857696533203125;-0.00130096435546875
;;;278;144.781967634461;-0.8575439453125;-0.00129913330078125
;;;279;144.812485634384;-0.857391357421875;-0.001298828125
;;;280;144.843003634307;-0.85723876953125;-0.0012982177734375
;;;281;144.87352163423;-0.857086181640625;-0.001298828125
;;;282;144.904039634152;-0.85693359375;-0.00130126953125
;;;283;144.934557634075;-0.856781005859375;-0.00130218505859375
;;;284;144.965075633998;-0.85662841796875;-0.0013018798828125
;;;285;144.995593633921;-0.856475830078125;-0.0013018798828125
;;;286;145.026111633844;-0.8563232421875;-0.0013018798828125
;;;287;145.056629633767;-0.856170654296875;-0.00130218505859375
;;;288;145.08714763369;-0.85601806640625;-0.0013018798828125
;;;289;145.117665633613;-0.855865478515625;-0.00130035400390625
;;;290;145.148183633536;-0.855712890625;-0.00130035400390625
;;;291;145.178701633459;-0.855560302734375;-0.001300048828125
;;;292;145.209219633382;-0.85540771484375;-0.00130096435546875
;;;293;145.239737633305;-0.855255126953125;-0.00129974365234375
;;;294;145.270255633228;-0.8551025390625;-0.00129974365234375
;;;295;145.300773633151;-0.854949951171875;-0.0013006591796875
;;;296;145.331291633074;-0.85479736328125;-0.0013006591796875
;;;297;145.361809632997;-0.854644775390625;-0.001300048828125
;;;298;145.39232763292;-0.8544921875;-0.0012982177734375
;;;299;145.422845632843;-0.854339599609375;-0.00129638671875
;;;300;145.453363632766;-0.85418701171875;-0.0012994384765625
;;;301;145.483881632689;-0.854034423828125;-0.0013037109375
;;;302;145.514399632611;-0.8538818359375;-0.00130401611328125
;;;303;145.544917632534;-0.853729248046875;-0.00130279541015625
