Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
0.8;-0.807;1;0;-0.00079986572265625
;;2;0.999999997475243;-0.0008111572265625
;;3;1.99999999495049;-0.0008209228515625
;;4;2.99999999242573;-0.000823974609375
;;5;3.99999998990097;-0.0008294677734375
;;6;4.99999998737621;-0.00083038330078125
;;7;5.99999998485146;-0.00083251953125
;;8;6.9999999823267;-0.0008349609375
;;9;7.99999997980194;-0.00083648681640625
;;10;8.99999997727718;-0.00083465576171875
;;11;9.99999997475243;-0.00083770751953125
;;12;10.9999999722277;-0.00083831787109375
;;13;11.9999999697029;-0.00083831787109375
;;14;12.9999999671782;-0.00083984375
;;15;13.9999999646534;-0.00084014892578125
;;16;14.9999999621286;-0.00083984375
;;17;15.9999999596039;-0.00084136962890625
;;18;16.9999999570791;-0.00084228515625
;;19;17.9999999545544;-0.00084259033203125
;;20;18.9999999520296;-0.00084014892578125
;;21;19.9999999495049;-0.0008404541015625
;;22;20.9999999469801;-0.00084075927734375
;;23;21.9999999444553;-0.00083984375
;;24;22.9999999419306;-0.000841064453125
;;25;23.9999999394058;-0.00084075927734375
;;26;24.9999999368811;-0.00083984375
;;27;25.9999999343563;-0.00084136962890625
;;28;26.9999999318316;-0.00084136962890625
;;29;27.9999999293068;-0.000841064453125
;;30;28.999999926782;-0.0008404541015625
