Column 1;Column 2 (V/s);Column 3 (V);Index;Time (s);Potential applied (V);WE(1).Current (A)
0.4;0.005;0.0002;1;8921.35393347575;-0.899810791015625;-0.000601806640625
;;;2;8921.38445147567;-0.899658203125;-0.000601806640625
;;;3;8921.41496947559;-0.899505615234375;-0.00060211181640625
;;;4;8921.44548747552;-0.89935302734375;-0.00060211181640625
;;;5;8921.47600547544;-0.899200439453125;-0.000601806640625
;;;6;8921.50652347536;-0.8990478515625;-0.00060089111328125
;;;7;8921.53704147528;-0.898895263671875;-0.0006005859375
;;;8;8921.56755947521;-0.89874267578125;-0.0006005859375
;;;9;8921.59807747513;-0.898590087890625;-0.0006005859375
;;;10;8921.62859547505;-0.8984375;-0.00060089111328125
;;;11;8921.65911347498;-0.898284912109375;-0.0006005859375
;;;12;8921.6896314749;-0.89813232421875;-0.00059967041015625
;;;13;8921.72014947482;-0.897979736328125;-0.000599365234375
;;;14;8921.75066747475;-0.8978271484375;-0.000599365234375
;;;15;8921.78118547467;-0.897674560546875;-0.00059967041015625
;;;16;8921.81170347459;-0.89752197265625;-0.00059967041015625
;;;17;8921.84222147451;-0.897369384765625;-0.00059967041015625
;;;18;8921.87273947444;-0.897216796875;-0.0005987548828125
;;;19;8921.90325747436;-0.897064208984375;-0.00059844970703125
;;;20;8921.93377547428;-0.89691162109375;-0.00059814453125
;;;21;8921.96429347421;-0.896759033203125;-0.00059844970703125
;;;22;8921.99481147413;-0.8966064453125;-0.00059906005859375
;;;23;8922.02532947405;-0.896453857421875;-0.00059844970703125
;;;24;8922.05584747397;-0.89630126953125;-0.0005975341796875
;;;25;8922.0863654739;-0.896148681640625;-0.00059722900390625
;;;26;8922.11688347382;-0.89599609375;-0.0005975341796875
;;;27;8922.14740147374;-0.895843505859375;-0.00059783935546875
;;;28;8922.17791947367;-0.89569091796875;-0.00059814453125
;;;29;8922.20843747359;-0.895538330078125;-0.0005975341796875
;;;30;8922.23895547351;-0.8953857421875;-0.00059661865234375
;;;31;8922.26947347344;-0.895233154296875;-0.0005963134765625
;;;32;8922.29999147336;-0.89508056640625;-0.00059661865234375
;;;33;8922.33050947328;-0.894927978515625;-0.000596923828125
;;;34;8922.3610274732;-0.894775390625;-0.000596923828125
;;;35;8922.39154547313;-0.894622802734375;-0.00059661865234375
;;;36;8922.42206347305;-0.89447021484375;-0.00059600830078125
;;;37;8922.45258147297;-0.894317626953125;-0.000595703125
;;;38;8922.4830994729;-0.8941650390625;-0.000595703125
;;;39;8922.51361747282;-0.894012451171875;-0.0005963134765625
;;;40;8922.54413547274;-0.89385986328125;-0.0005963134765625
;;;41;8922.57465347266;-0.893707275390625;-0.000595703125
;;;42;8922.60517147259;-0.8935546875;-0.00059539794921875
;;;43;8922.63568947251;-0.893402099609375;-0.00059478759765625
;;;44;8922.66620747243;-0.89324951171875;-0.00059478759765625
;;;45;8922.69672547236;-0.893096923828125;-0.00059539794921875
;;;46;8922.72724347228;-0.8929443359375;-0.000595703125
;;;47;8922.7577614722;-0.892791748046875;-0.0005950927734375
;;;48;8922.78827947212;-0.89263916015625;-0.000594482421875
;;;49;8922.81879747205;-0.892486572265625;-0.0005938720703125
;;;50;8922.84931547197;-0.892333984375;-0.000594482421875
;;;51;8922.87983347189;-0.892181396484375;-0.00059478759765625
;;;52;8922.91035147182;-0.89202880859375;-0.00059478759765625
;;;53;8922.94086947174;-0.891876220703125;-0.000594482421875
;;;54;8922.97138747166;-0.8917236328125;-0.00059356689453125
;;;55;8923.00190547158;-0.891571044921875;-0.00059326171875
;;;56;8923.03242347151;-0.89141845703125;-0.00059356689453125
;;;57;8923.06294147143;-0.891265869140625;-0.00059417724609375
;;;58;8923.09345947135;-0.89111328125;-0.00059417724609375
;;;59;8923.12397747128;-0.890960693359375;-0.00059356689453125
;;;60;8923.1544954712;-0.89080810546875;-0.00059295654296875
;;;61;8923.18501347112;-0.890655517578125;-0.0005926513671875
;;;62;8923.21553147105;-0.8905029296875;-0.00059326171875
;;;63;8923.24604947097;-0.890350341796875;-0.00059326171875
;;;64;8923.27656747089;-0.89019775390625;-0.00059326171875
;;;65;8923.30708547081;-0.890045166015625;-0.0005926513671875
;;;66;8923.33760347074;-0.889892578125;-0.00059234619140625
;;;67;8923.36812147066;-0.889739990234375;-0.000592041015625
;;;68;8923.39863947058;-0.88958740234375;-0.00059234619140625
;;;69;8923.42915747051;-0.889434814453125;-0.0005926513671875
;;;70;8923.45967547043;-0.8892822265625;-0.0005926513671875
;;;71;8923.49019347035;-0.889129638671875;-0.000592041015625
;;;72;8923.52071147028;-0.88897705078125;-0.00059173583984375
;;;73;8923.5512294702;-0.888824462890625;-0.0005914306640625
;;;74;8923.58174747012;-0.888671875;-0.00059173583984375
;;;75;8923.61226547004;-0.888519287109375;-0.000592041015625
;;;76;8923.64278346997;-0.88836669921875;-0.000592041015625
;;;77;8923.67330146989;-0.888214111328125;-0.00059173583984375
;;;78;8923.70381946981;-0.8880615234375;-0.00059112548828125
;;;79;8923.73433746974;-0.887908935546875;-0.0005908203125
;;;80;8923.76485546966;-0.88775634765625;-0.0005914306640625
;;;81;8923.79537346958;-0.887603759765625;-0.000592041015625
;;;82;8923.82589146951;-0.887451171875;-0.00059173583984375
;;;83;8923.85640946943;-0.887298583984375;-0.0005908203125
;;;84;8923.88692746935;-0.88714599609375;-0.00059051513671875
;;;85;8923.91744546927;-0.886993408203125;-0.00059051513671875
;;;86;8923.9479634692;-0.8868408203125;-0.0005914306640625
;;;87;8923.97848146912;-0.886688232421875;-0.0005914306640625
;;;88;8924.00899946904;-0.88653564453125;-0.00059112548828125
;;;89;8924.03951746897;-0.886383056640625;-0.0005902099609375
;;;90;8924.07003546889;-0.88623046875;-0.00058990478515625
;;;91;8924.10055346881;-0.886077880859375;-0.0005902099609375
;;;92;8924.13107146874;-0.88592529296875;-0.0005908203125
;;;93;8924.16158946866;-0.885772705078125;-0.00059112548828125
;;;94;8924.19210746858;-0.8856201171875;-0.0005908203125
;;;95;8924.2226254685;-0.885467529296875;-0.0005902099609375
;;;96;8924.25314346843;-0.88531494140625;-0.00058990478515625
;;;97;8924.28366146835;-0.885162353515625;-0.00058990478515625
