Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
2;0.273;1;0;1.01898193359375E-05
;;2;0.999999997475243;9.51538085937501E-06
;;3;1.99999999495049;9.173583984375E-06
;;4;2.99999999242573;8.92028808593751E-06
;;5;3.99999998990097;8.6639404296875E-06
;;6;4.99999998737621;8.428955078125E-06
;;7;5.99999998485146;8.3343505859375E-06
;;8;6.9999999823267;8.10546875E-06
;;9;7.99999997980194;7.91015624999999E-06
;;10;8.99999997727718;7.7362060546875E-06
;;11;9.99999997475243;7.6751708984375E-06
;;12;10.9999999722277;7.42187499999999E-06
;;13;11.9999999697029;7.31506347656249E-06
;;14;12.9999999671782;7.20825195312499E-06
;;15;13.9999999646534;7.08618164062499E-06
;;16;14.9999999621286;6.9122314453125E-06
;;17;15.9999999596039;6.8328857421875E-06
;;18;16.9999999570791;6.73522949218749E-06
;;19;17.9999999545544;6.5826416015625E-06
;;20;18.9999999520296;6.561279296875E-06
;;21;19.9999999495049;6.427001953125E-06
;;22;20.9999999469801;6.2744140625E-06
;;23;21.9999999444553;6.1920166015625E-06
;;24;22.9999999419306;6.0699462890625E-06
;;25;23.9999999394058;5.9814453125E-06
;;26;24.9999999368811;5.950927734375E-06
;;27;25.9999999343563;5.810546875E-06
;;28;26.9999999318316;5.67626953125E-06
;;29;27.9999999293068;5.5511474609375E-06
;;30;28.999999926782;5.51757812500001E-06
