Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
0.8;0.163;1;0;5.322265625E-06
;;2;0.999999997475243;4.9560546875E-06
;;3;1.99999999495049;4.8828125E-06
;;4;2.99999999242573;4.7637939453125E-06
;;5;3.99999998990097;4.61730957031251E-06
;;6;4.99999998737621;4.50439453125E-06
;;7;5.99999998485146;4.486083984375E-06
;;8;6.9999999823267;4.4586181640625E-06
;;9;7.99999997980194;4.3914794921875E-06
;;10;8.99999997727718;4.28161621093751E-06
;;11;9.99999997475243;4.19006347656251E-06
;;12;10.9999999722277;4.14123535156249E-06
;;13;11.9999999697029;4.1015625E-06
;;14;12.9999999671782;4.046630859375E-06
;;15;13.9999999646534;3.936767578125E-06
;;16;14.9999999621286;3.924560546875E-06
;;17;15.9999999596039;3.86657714843749E-06
;;18;16.9999999570791;3.79638671875E-06
;;19;17.9999999545544;3.77197265625E-06
;;20;18.9999999520296;3.7384033203125E-06
;;21;19.9999999495049;3.6590576171875E-06
;;22;20.9999999469801;3.662109375E-06
;;23;21.9999999444553;3.56445312500001E-06
;;24;22.9999999419306;3.5064697265625E-06
;;25;23.9999999394058;3.4637451171875E-06
;;26;24.9999999368811;3.47290039062501E-06
;;27;25.9999999343563;3.44238281250001E-06
;;28;26.9999999318316;3.3843994140625E-06
;;29;27.9999999293068;3.39355468749999E-06
;;30;28.999999926782;3.338623046875E-06
