Potential applied (V);Time (s);WE(1).Current (A);Index;Current range
0.19989013671875;913.838943692778;1.8157958984375E-06;1;1 mA
0.199737548828125;913.869461692701;1.80969238281251E-06;2;1 mA
0.1995849609375;913.899979692624;1.6326904296875E-06;3;1 mA
0.199432373046875;913.930497692547;1.72119140625E-06;4;1 mA
0.19927978515625;913.96101569247;1.63879394531249E-06;5;1 mA
0.199127197265625;913.991533692393;1.6021728515625E-06;6;1 mA
0.198974609375;914.022051692316;1.64184570312501E-06;7;1 mA
0.198822021484375;914.052569692239;1.678466796875E-06;8;1 mA
0.19866943359375;914.083087692162;1.6815185546875E-06;9;1 mA
0.198516845703125;914.113605692085;1.68457031249999E-06;10;1 mA
0.1983642578125;914.144123692008;1.6632080078125E-06;11;1 mA
0.198211669921875;914.174641691931;1.666259765625E-06;12;1 mA
0.19805908203125;914.205159691854;1.59606933593751E-06;13;1 mA
0.197906494140625;914.235677691777;1.5869140625E-06;14;1 mA
0.19775390625;914.2661956917;1.6632080078125E-06;15;1 mA
0.197601318359375;914.296713691623;1.57775878906249E-06;16;1 mA
0.19744873046875;914.327231691546;1.6021728515625E-06;17;1 mA
0.197296142578125;914.357749691469;1.495361328125E-06;18;1 mA
0.1971435546875;914.388267691392;1.5106201171875E-06;19;1 mA
0.196990966796875;914.418785691315;1.50451660156251E-06;20;1 mA
0.19683837890625;914.449303691237;1.5411376953125E-06;21;1 mA
0.196685791015625;914.47982169116;1.57470703125E-06;22;1 mA
0.196533203125;914.510339691083;1.52587890625E-06;23;1 mA
0.196380615234375;914.540857691006;1.48620605468749E-06;24;1 mA
0.19622802734375;914.571375690929;1.495361328125E-06;25;1 mA
0.196075439453125;914.601893690852;1.5869140625E-06;26;1 mA
0.1959228515625;914.632411690775;1.513671875E-06;27;1 mA
0.195770263671875;914.662929690698;1.44348144531251E-06;28;1 mA
0.19561767578125;914.693447690621;1.51672363281249E-06;29;1 mA
0.195465087890625;914.723965690544;1.4068603515625E-06;30;1 mA
0.1953125;914.754483690467;1.4678955078125E-06;31;1 mA
0.195159912109375;914.78500169039;1.4923095703125E-06;32;1 mA
0.19500732421875;914.815519690313;1.513671875E-06;33;1 mA
0.194854736328125;914.846037690236;1.4495849609375E-06;34;1 mA
0.1947021484375;914.876555690159;1.483154296875E-06;35;1 mA
0.194549560546875;914.907073690082;1.361083984375E-06;36;1 mA
0.19439697265625;914.937591690005;1.373291015625E-06;37;1 mA
0.194244384765625;914.968109689928;1.434326171875E-06;38;1 mA
0.194091796875;914.998627689851;1.47094726562499E-06;39;1 mA
0.193939208984375;915.029145689773;1.4495849609375E-06;40;1 mA
0.19378662109375;915.059663689696;1.41296386718751E-06;41;1 mA
0.193634033203125;915.090181689619;1.26953125E-06;42;1 mA
0.1934814453125;915.120699689542;1.40991210937499E-06;43;1 mA
0.193328857421875;915.151217689465;1.4068603515625E-06;44;1 mA
0.19317626953125;915.181735689388;1.4923095703125E-06;45;1 mA
0.193023681640625;915.212253689311;1.32141113281251E-06;46;1 mA
0.19287109375;915.242771689234;1.33056640625E-06;47;1 mA
0.192718505859375;915.273289689157;1.300048828125E-06;48;1 mA
0.19256591796875;915.30380768908;1.202392578125E-06;49;1 mA
0.192413330078125;915.334325689003;1.33666992187501E-06;50;1 mA
0.1922607421875;915.364843688926;1.40380859375E-06;51;1 mA
0.192108154296875;915.395361688849;1.32141113281251E-06;52;1 mA
0.19195556640625;915.425879688772;1.2786865234375E-06;53;1 mA
0.191802978515625;915.456397688695;1.27563476562501E-06;54;1 mA
0.191650390625;915.486915688618;1.25732421874999E-06;55;1 mA
0.191497802734375;915.517433688541;1.324462890625E-06;56;1 mA
0.19134521484375;915.547951688464;1.35498046875E-06;57;1 mA
0.191192626953125;915.578469688387;1.3153076171875E-06;58;1 mA
0.1910400390625;915.60898768831;1.36413574218749E-06;59;1 mA
