Potential applied (V);Time (s);WE(1).Current (A);Index;Current range
-0.899810791015625;252.007270363743;-0.001512451171875;1;1 mA
-0.899658203125;252.037788363666;-0.001513671875;2;1 mA
-0.899505615234375;252.068306363589;-0.00151458740234375;3;1 mA
-0.89935302734375;252.098824363512;-0.001514892578125;4;1 mA
-0.899200439453125;252.129342363435;-0.001512451171875;5;1 mA
-0.8990478515625;252.159860363358;-0.00151092529296875;6;1 mA
-0.898895263671875;252.190378363281;-0.0015106201171875;7;1 mA
-0.89874267578125;252.220896363203;-0.001512451171875;8;1 mA
-0.898590087890625;252.251414363126;-0.001512451171875;9;1 mA
-0.8984375;252.281932363049;-0.00151123046875;10;1 mA
-0.898284912109375;252.312450362972;-0.00151031494140625;11;1 mA
-0.89813232421875;252.342968362895;-0.00150909423828125;12;1 mA
-0.897979736328125;252.373486362818;-0.0015093994140625;13;1 mA
-0.8978271484375;252.404004362741;-0.0015093994140625;14;1 mA
-0.897674560546875;252.434522362664;-0.00150848388671875;15;1 mA
-0.89752197265625;252.465040362587;-0.0015069580078125;16;1 mA
-0.897369384765625;252.49555836251;-0.0015057373046875;17;1 mA
-0.897216796875;252.526076362433;-0.00150726318359375;18;1 mA
-0.897064208984375;252.556594362356;-0.0015081787109375;19;1 mA
-0.89691162109375;252.587112362279;-0.0015081787109375;20;1 mA
-0.896759033203125;252.617630362202;-0.0015057373046875;21;1 mA
-0.8966064453125;252.648148362125;-0.00150360107421875;22;1 mA
-0.896453857421875;252.678666362048;-0.00150299072265625;23;1 mA
-0.89630126953125;252.709184361971;-0.0015045166015625;24;1 mA
-0.896148681640625;252.739702361894;-0.00150543212890625;25;1 mA
-0.89599609375;252.770220361817;-0.00150390625;26;1 mA
-0.895843505859375;252.800738361739;-0.0015020751953125;27;1 mA
-0.89569091796875;252.831256361662;-0.0015020751953125;28;1 mA
-0.895538330078125;252.861774361585;-0.00150390625;29;1 mA
-0.8953857421875;252.892292361508;-0.00150390625;30;1 mA
-0.895233154296875;252.922810361431;-0.0015020751953125;31;1 mA
-0.89508056640625;252.953328361354;-0.00149932861328125;32;1 mA
-0.894927978515625;252.983846361277;-0.001497802734375;33;1 mA
-0.894775390625;253.0143643612;-0.0014984130859375;34;1 mA
-0.894622802734375;253.044882361123;-0.00149993896484375;35;1 mA
-0.89447021484375;253.075400361046;-0.00150054931640625;36;1 mA
-0.894317626953125;253.105918360969;-0.0014990234375;37;1 mA
-0.8941650390625;253.136436360892;-0.001497802734375;38;1 mA
-0.894012451171875;253.166954360815;-0.00149688720703125;39;1 mA
-0.89385986328125;253.197472360738;-0.0014990234375;40;1 mA
-0.893707275390625;253.227990360661;-0.001500244140625;41;1 mA
-0.8935546875;253.258508360584;-0.00149993896484375;42;1 mA
-0.893402099609375;253.289026360507;-0.0014990234375;43;1 mA
-0.89324951171875;253.31954436043;-0.001497802734375;44;1 mA
-0.893096923828125;253.350062360353;-0.00149871826171875;45;1 mA
-0.8929443359375;253.380580360276;-0.0014996337890625;46;1 mA
-0.892791748046875;253.411098360198;-0.0014996337890625;47;1 mA
-0.89263916015625;253.441616360121;-0.00149810791015625;48;1 mA
-0.892486572265625;253.472134360044;-0.00149627685546875;49;1 mA
-0.892333984375;253.502652359967;-0.0014959716796875;50;1 mA
-0.892181396484375;253.53317035989;-0.0014971923828125;51;1 mA
-0.89202880859375;253.563688359813;-0.001497802734375;52;1 mA
-0.891876220703125;253.594206359736;-0.00149566650390625;53;1 mA
-0.8917236328125;253.624724359659;-0.001495361328125;54;1 mA
-0.891571044921875;253.655242359582;-0.0014959716796875;55;1 mA
-0.89141845703125;253.685760359505;-0.0014959716796875;56;1 mA
-0.891265869140625;253.716278359428;-0.00149688720703125;57;1 mA
-0.89111328125;253.746796359351;-0.0014947509765625;58;1 mA
-0.890960693359375;253.777314359274;-0.00149444580078125;59;1 mA
-0.89080810546875;253.807832359197;-0.00149322509765625;60;1 mA
-0.890655517578125;253.83835035912;-0.00149261474609375;61;1 mA
-0.8905029296875;253.868868359043;-0.00149261474609375;62;1 mA
-0.890350341796875;253.899386358966;-0.00149261474609375;63;1 mA
-0.89019775390625;253.929904358889;-0.0014923095703125;64;1 mA
-0.890045166015625;253.960422358812;-0.0014935302734375;65;1 mA
-0.889892578125;253.990940358735;-0.00149383544921875;66;1 mA
-0.889739990234375;254.021458358657;-0.0014947509765625;67;1 mA
-0.88958740234375;254.05197635858;-0.0014959716796875;68;1 mA
-0.889434814453125;254.082494358503;-0.00149444580078125;69;1 mA
-0.8892822265625;254.113012358426;-0.0014923095703125;70;1 mA
-0.889129638671875;254.143530358349;-0.001490478515625;71;1 mA
