Potential applied (V);Time (s);WE(1).Current (A);Index;Current range
-0.899810791015625;1319.24541766923;-4.35943603515625E-05;1;1 mA
-0.899658203125;1319.27593566915;-4.30755615234375E-05;2;1 mA
-0.899505615234375;1319.30645366907;-4.29107666015625E-05;3;1 mA
-0.89935302734375;1319.33697166899;-4.2193603515625E-05;4;1 mA
-0.899200439453125;1319.36748966892;-4.17388916015625E-05;5;1 mA
-0.8990478515625;1319.39800766884;-4.11529541015625E-05;6;1 mA
-0.898895263671875;1319.42852566876;-4.07958984375E-05;7;1 mA
-0.89874267578125;1319.45904366869;-4.0350341796875E-05;8;1 mA
-0.898590087890625;1319.48956166861;-3.99139404296875E-05;9;1 mA
-0.8984375;1319.52007966853;-3.93524169921875E-05;10;1 mA
-0.898284912109375;1319.55059766845;-3.8787841796875E-05;11;1 mA
-0.89813232421875;1319.58111566838;-3.8201904296875E-05;12;1 mA
-0.897979736328125;1319.6116336683;-3.77593994140625E-05;13;1 mA
-0.8978271484375;1319.64215166822;-3.75640869140625E-05;14;1 mA
-0.897674560546875;1319.67266966815;-3.71612548828125E-05;15;1 mA
-0.89752197265625;1319.70318766807;-3.66119384765625E-05;16;1 mA
-0.897369384765625;1319.73370566799;-3.61724853515625E-05;17;1 mA
-0.897216796875;1319.76422366792;-3.54949951171875E-05;18;1 mA
-0.897064208984375;1319.79474166784;-3.52996826171875E-05;19;1 mA
-0.89691162109375;1319.82525966776;-3.492431640625E-05;20;1 mA
-0.896759033203125;1319.85577766768;-3.453369140625E-05;21;1 mA
-0.8966064453125;1319.88629566761;-3.40667724609375E-05;22;1 mA
-0.896453857421875;1319.91681366753;-3.36090087890625E-05;23;1 mA
-0.89630126953125;1319.94733166745;-3.31787109375E-05;24;1 mA
-0.896148681640625;1319.97784966738;-3.28033447265625E-05;25;1 mA
-0.89599609375;1320.0083676673;-3.2525634765625E-05;26;1 mA
-0.895843505859375;1320.03888566722;-3.20556640625E-05;27;1 mA
-0.89569091796875;1320.06940366715;-3.13873291015625E-05;28;1 mA
-0.895538330078125;1320.09992166707;-3.11614990234375E-05;29;1 mA
-0.8953857421875;1320.13043966699;-3.07403564453125E-05;30;1 mA
-0.895233154296875;1320.16095766691;-3.04779052734375E-05;31;1 mA
-0.89508056640625;1320.19147566684;-2.998046875E-05;32;1 mA
-0.894927978515625;1320.22199366676;-2.95379638671875E-05;33;1 mA
-0.894775390625;1320.25251166668;-2.92144775390625E-05;34;1 mA
-0.894622802734375;1320.28302966661;-2.86773681640625E-05;35;1 mA
-0.89447021484375;1320.31354766653;-2.83660888671875E-05;36;1 mA
-0.894317626953125;1320.34406566645;-2.801513671875E-05;37;1 mA
-0.8941650390625;1320.37458366637;-2.745361328125E-05;38;1 mA
-0.894012451171875;1320.4051016663;-2.73101806640625E-05;39;1 mA
-0.89385986328125;1320.43561966622;-2.69256591796875E-05;40;1 mA
-0.893707275390625;1320.46613766614;-2.63641357421875E-05;41;1 mA
-0.8935546875;1320.49665566607;-2.58819580078125E-05;42;1 mA
-0.893402099609375;1320.52717366599;-2.56103515625E-05;43;1 mA
-0.89324951171875;1320.55769166591;-2.5567626953125E-05;44;1 mA
-0.893096923828125;1320.58820966584;-2.506103515625E-05;45;1 mA
-0.8929443359375;1320.61872766576;-2.44476318359375E-05;46;1 mA
-0.892791748046875;1320.64924566568;-2.41363525390625E-05;47;1 mA
-0.89263916015625;1320.6797636656;-2.37945556640625E-05;48;1 mA
-0.892486572265625;1320.71028166553;-2.3529052734375E-05;49;1 mA
-0.892333984375;1320.74079966545;-2.30560302734375E-05;50;1 mA
-0.892181396484375;1320.77131766537;-2.2784423828125E-05;51;1 mA
-0.89202880859375;1320.8018356653;-2.232666015625E-05;52;1 mA
-0.891876220703125;1320.83235366522;-2.17376708984375E-05;53;1 mA
-0.8917236328125;1320.86287166514;-2.1630859375E-05;54;1 mA
-0.891571044921875;1320.89338966506;-2.11944580078125E-05;55;1 mA
-0.89141845703125;1320.92390766499;-2.0947265625E-05;56;1 mA
-0.891265869140625;1320.95442566491;-2.06146240234375E-05;57;1 mA
-0.89111328125;1320.98494366483;-2.01080322265625E-05;58;1 mA
-0.890960693359375;1321.01546166476;-1.9573974609375E-05;59;1 mA
-0.89080810546875;1321.04597966468;-1.91375732421875E-05;60;1 mA
-0.890655517578125;1321.0764976646;-1.903076171875E-05;61;1 mA
-0.8905029296875;1321.10701566453;-1.8658447265625E-05;62;1 mA
-0.890350341796875;1321.13753366445;-1.84814453125E-05;63;1 mA
-0.89019775390625;1321.16805166437;-1.7877197265625E-05;64;1 mA
-0.890045166015625;1321.19856966429;-1.74285888671875E-05;65;1 mA
-0.889892578125;1321.22908766422;-1.70562744140625E-05;66;1 mA
-0.889739990234375;1321.25960566414;-1.666259765625E-05;67;1 mA
-0.88958740234375;1321.29012366406;-1.6546630859375E-05;68;1 mA
-0.889434814453125;1321.32064166399;-1.6204833984375E-05;69;1 mA
-0.8892822265625;1321.35115966391;-1.583251953125E-05;70;1 mA
-0.889129638671875;1321.38167766383;-1.5478515625E-05;71;1 mA
-0.88897705078125;1321.41219566376;-1.50390625E-05;72;1 mA
-0.888824462890625;1321.44271366368;-1.4739990234375E-05;73;1 mA
-0.888671875;1321.4732316636;-1.4337158203125E-05;74;1 mA
-0.888519287109375;1321.50374966352;-1.3922119140625E-05;75;1 mA
-0.88836669921875;1321.53426766345;-1.35345458984375E-05;76;1 mA
-0.888214111328125;1321.56478566337;-1.317138671875E-05;77;1 mA
-0.8880615234375;1321.59530366329;-1.2908935546875E-05;78;1 mA
-0.887908935546875;1321.62582166322;-1.26708984375E-05;79;1 mA
-0.88775634765625;1321.65633966314;-1.23870849609375E-05;80;1 mA
-0.887603759765625;1321.68685766306;-1.20269775390625E-05;81;1 mA
-0.887451171875;1321.71737566298;-1.1669921875E-05;82;1 mA
-0.887298583984375;1321.74789366291;-1.102294921875E-05;83;1 mA
-0.88714599609375;1321.77841166283;-1.0821533203125E-05;84;1 mA
-0.886993408203125;1321.80892966275;-1.0540771484375E-05;85;1 mA
-0.8868408203125;1321.83944766268;-1.0357666015625E-05;86;1 mA
-0.886688232421875;1321.8699656626;-1.00494384765625E-05;87;1 mA
-0.88653564453125;1321.90048366252;-9.57641601562501E-06;88;1 mA
-0.886383056640625;1321.93100166244;-9.2010498046875E-06;89;1 mA
-0.88623046875;1321.96151966237;-8.92333984375E-06;90;1 mA
-0.886077880859375;1321.99203766229;-8.69140625000001E-06;91;1 mA
-0.88592529296875;1322.02255566221;-8.4564208984375E-06;92;1 mA
-0.885772705078125;1322.05307366214;-8.331298828125E-06;93;1 mA
-0.8856201171875;1322.08359166206;-7.58056640625E-06;94;1 mA
-0.885467529296875;1322.11410966198;-7.3974609375E-06;95;1 mA
-0.88531494140625;1322.14462766191;-6.9122314453125E-06;96;1 mA
-0.885162353515625;1322.17514566183;-6.640625E-06;97;1 mA
-0.885009765625;1322.20566366175;-6.6253662109375E-06;98;1 mA
-0.884857177734375;1322.23618166167;-6.00585937500001E-06;99;1 mA
-0.88470458984375;1322.2666996616;-5.69763183593749E-06;100;1 mA
-0.884552001953125;1322.29721766152;-5.3985595703125E-06;101;1 mA
-0.8843994140625;1322.32773566144;-5.01098632812499E-06;102;1 mA
-0.884246826171875;1322.35825366137;-4.803466796875E-06;103;1 mA
-0.88409423828125;1322.38877166129;-4.77294921875E-06;104;1 mA
-0.883941650390625;1322.41928966121;-4.2694091796875E-06;105;1 mA
-0.8837890625;1322.44980766114;-4.0435791015625E-06;106;1 mA
-0.883636474609375;1322.48032566106;-3.6163330078125E-06;107;1 mA
-0.88348388671875;1322.51084366098;-3.43933105468749E-06;108;1 mA
-0.883331298828125;1322.5413616609;-3.1585693359375E-06;109;1 mA
-0.8831787109375;1322.57187966083;-2.91748046875E-06;110;1 mA
-0.883026123046875;1322.60239766075;-2.44750976562499E-06;111;1 mA
-0.88287353515625;1322.63291566067;-2.13623046875E-06;112;1 mA
-0.882720947265625;1322.6634336606;-1.57775878906249E-06;113;1 mA
-0.882568359375;1322.69395166052;-1.48925781250001E-06;114;1 mA
-0.882415771484375;1322.72446966044;-1.3916015625E-06;115;1 mA
-0.88226318359375;1322.75498766036;-1.10473632812499E-06;116;1 mA
-0.882110595703125;1322.78550566029;-7.20214843749997E-07;117;1 mA
-0.8819580078125;1322.81602366021;-2.71606445312503E-07;118;1 mA
-0.881805419921875;1322.84654166013;1.15966796875006E-07;119;1 mA
-0.88165283203125;1322.87705966006;2.16674804687497E-07;120;1 mA
-0.881500244140625;1322.90757765998;5.950927734375E-07;121;1 mA
-0.88134765625;1322.9380956599;6.50024414062506E-07;122;1 mA
-0.881195068359375;1322.96861365983;1.1871337890625E-06;123;1 mA
-0.88104248046875;1322.99913165975;1.46484375E-06;124;1 mA
-0.880889892578125;1323.02964965967;1.87072753906251E-06;125;1 mA
-0.8807373046875;1323.06016765959;2.044677734375E-06;126;1 mA
-0.880584716796875;1323.09068565952;2.337646484375E-06;127;1 mA
-0.88043212890625;1323.12120365944;2.5604248046875E-06;128;1 mA
-0.880279541015625;1323.15172165936;2.8961181640625E-06;129;1 mA
-0.880126953125;1323.18223965929;3.38134765625001E-06;130;1 mA
-0.879974365234375;1323.21275765921;3.924560546875E-06;131;1 mA
-0.87982177734375;1323.24327565913;4.046630859375E-06;132;1 mA
-0.879669189453125;1323.27379365905;4.19921875E-06;133;1 mA
-0.8795166015625;1323.30431165898;4.32739257812501E-06;134;1 mA
-0.879364013671875;1323.3348296589;4.852294921875E-06;135;1 mA
-0.87921142578125;1323.36534765882;5.108642578125E-06;136;1 mA
-0.879058837890625;1323.39586565875;5.6915283203125E-06;137;1 mA
-0.87890625;1323.42638365867;5.584716796875E-06;138;1 mA
-0.878753662109375;1323.45690165859;5.8746337890625E-06;139;1 mA
-0.87860107421875;1323.48741965852;5.902099609375E-06;140;1 mA
-0.878448486328125;1323.51793765844;6.3751220703125E-06;141;1 mA
-0.8782958984375;1323.54845565836;6.787109375E-06;142;1 mA
-0.878143310546875;1323.57897365828;7.049560546875E-06;143;1 mA
-0.87799072265625;1323.60949165821;7.31506347656249E-06;144;1 mA
-0.877838134765625;1323.64000965813;7.36083984374999E-06;145;1 mA
-0.877685546875;1323.67052765805;7.59277343750001E-06;146;1 mA
-0.877532958984375;1323.70104565798;8.2366943359375E-06;147;1 mA
-0.87738037109375;1323.7315636579;8.37097167968751E-06;148;1 mA
-0.877227783203125;1323.76208165782;8.7646484375E-06;149;1 mA
-0.8770751953125;1323.79259965775;8.8958740234375E-06;150;1 mA
-0.876922607421875;1323.82311765767;9.1827392578125E-06;151;1 mA
-0.87677001953125;1323.85363565759;9.417724609375E-06;152;1 mA
-0.876617431640625;1323.88415365751;9.63439941406249E-06;153;1 mA
-0.87646484375;1323.91467165744;1.007080078125E-05;154;1 mA
-0.876312255859375;1323.94518965736;1.04339599609375E-05;155;1 mA
-0.87615966796875;1323.97570765728;1.0528564453125E-05;156;1 mA
