Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;User events
0.09124755859375;93.3930287642053;6.744384765625E-06;2;679;0.00363240365870297;-0.000430649667978287;1 mA;
0.086212158203125;93.493736763951;6.134033203125E-06;2;680;0.00363240365870297;-0.000430649667978287;1 mA;
0.0811767578125;93.5944447636967;5.44128417968751E-06;2;681;0.00363240365870297;-0.000430649667978287;1 mA;
0.076141357421875;93.6951527634425;4.73632812499999E-06;2;682;0.00363240365870297;-0.000430649667978287;1 mA;
0.07110595703125;93.7958607631882;4.11376953125001E-06;2;683;0.00363240365870297;-0.000430649667978287;1 mA;
0.066070556640625;93.896568762934;3.4942626953125E-06;2;684;0.00363240365870297;-0.000430649667978287;1 mA;
0.06103515625;93.9972767626797;2.70690917968749E-06;2;685;0.00363240365870297;-0.000430649667978287;1 mA;
0.055999755859375;94.0979847624254;2.0599365234375E-06;2;686;0.00363240365870297;-0.000430649667978287;1 mA;
0.05096435546875;94.1986927621712;1.44042968749999E-06;2;687;0.00363240365870297;-0.000430649667978287;1 mA;
0.045928955078125;94.2994007619169;6.92749023437494E-07;2;688;0.00363240365870297;-0.000430649667978287;1 mA;
0.0408935546875;94.4001087616626;1.83105468749972E-08;2;689;0.00363240365870297;-0.000430649667978287;1 mA;
0.035858154296875;94.5008167614084;-6.77490234374994E-07;2;690;0.00363240365870297;-0.000430649667978287;1 mA;
0.03082275390625;94.6015247611541;-1.45874023437501E-06;2;691;0.00363240365870297;-0.000430649667978287;1 mA;
0.025787353515625;94.7022327608998;-2.2613525390625E-06;2;692;0.00363240365870297;-0.000430649667978287;1 mA;
0.020751953125;94.8029407606456;-2.99682617187499E-06;2;693;0.00363240365870297;-0.000430649667978287;1 mA;
0.015716552734375;94.9036487603913;-3.7872314453125E-06;2;694;0.00363240365870297;-0.000430649667978287;1 mA;
0.01068115234375;95.0043567601371;-4.61730957031251E-06;2;695;0.00363240365870297;-0.000430649667978287;1 mA;
0.005645751953125;95.1050647598828;-5.4931640625E-06;2;696;0.00363240365870297;-0.000430649667978287;1 mA;
0.0006103515625;95.2057727596285;-6.365966796875E-06;2;697;0.00363240365870297;-0.000430649667978287;1 mA;
-0.004425048828125;95.3064807593743;-7.3211669921875E-06;2;698;0.00363240365870297;-0.000430649667978287;1 mA;
-0.00946044921875;95.40718875912;-8.18786621093751E-06;2;699;0.00363240365870297;-0.000430649667978287;1 mA;
-0.014495849609375;95.5078967588657;-9.1888427734375E-06;2;700;0.00363240365870297;-0.000430649667978287;1 mA;
-0.01953125;95.6086047586115;-1.0174560546875E-05;2;701;0.00363240365870297;-0.000430649667978287;1 mA;
-0.024566650390625;95.7093127583572;-1.116943359375E-05;2;702;0.00363240365870297;-0.000430649667978287;1 mA;
-0.02960205078125;95.810020758103;-1.2298583984375E-05;2;703;0.00363240365870297;-0.000430649667978287;1 mA;
-0.034637451171875;95.9107287578487;-1.33880615234375E-05;2;704;0.00363240365870297;-0.000430649667978287;1 mA;
-0.0396728515625;96.0114367575944;-1.45355224609375E-05;2;705;0.00363240365870297;-0.000430649667978287;1 mA;
