Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0.005035400390625;292.595534261267;-5.6549072265625E-05;1;1;0.0013290205411613;-0.00144852340221405;1 mA
0.01007080078125;292.64588826114;-2.523193359375E-05;1;2;0.0013290205411613;-0.00144852340221405;1 mA
0.015106201171875;292.696242261013;-9.1705322265625E-06;1;3;0.0013290205411613;-0.00144852340221405;1 mA
0.0201416015625;292.746596260886;6.22558593750003E-07;1;4;0.0013290205411613;-0.00144852340221405;1 mA
0.025177001953125;292.796950260759;7.23876953124999E-06;1;5;0.0013290205411613;-0.00144852340221405;1 mA
0.03021240234375;292.847304260632;1.21368408203125E-05;1;6;0.0013290205411613;-0.00144852340221405;1 mA
0.035247802734375;292.897658260505;1.5740966796875E-05;1;7;0.0013290205411613;-0.00144852340221405;1 mA
0.040283203125;292.948012260377;1.8756103515625E-05;1;8;0.0013290205411613;-0.00144852340221405;1 mA
0.045318603515625;292.99836626025;2.122802734375E-05;1;9;0.0013290205411613;-0.00144852340221405;1 mA
0.05035400390625;293.048720260123;2.3388671875E-05;1;10;0.0013290205411613;-0.00144852340221405;1 mA
0.055389404296875;293.099074259996;2.51953125E-05;1;11;0.0013290205411613;-0.00144852340221405;1 mA
0.0604248046875;293.149428259869;2.69561767578125E-05;1;12;0.0013290205411613;-0.00144852340221405;1 mA
0.065460205078125;293.199782259742;2.8570556640625E-05;1;13;0.0013290205411613;-0.00144852340221405;1 mA
0.07049560546875;293.250136259615;3.01116943359375E-05;1;14;0.0013290205411613;-0.00144852340221405;1 mA
0.075531005859375;293.300490259487;3.1756591796875E-05;1;15;0.0013290205411613;-0.00144852340221405;1 mA
0.08056640625;293.35084425936;3.3197021484375E-05;1;16;0.0013290205411613;-0.00144852340221405;1 mA
0.085601806640625;293.401198259233;3.480224609375E-05;1;17;0.0013290205411613;-0.00144852340221405;1 mA
0.09063720703125;293.451552259106;3.63189697265625E-05;1;18;0.0013290205411613;-0.00144852340221405;1 mA
0.095672607421875;293.501906258979;3.7890625E-05;1;19;0.0013290205411613;-0.00144852340221405;1 mA
0.1007080078125;293.552260258852;3.94561767578125E-05;1;20;0.0013290205411613;-0.00144852340221405;1 mA
0.105743408203125;293.602614258725;4.1278076171875E-05;1;21;0.0013290205411613;-0.00144852340221405;1 mA
0.11077880859375;293.652968258598;4.3011474609375E-05;1;22;0.0013290205411613;-0.00144852340221405;1 mA
0.115814208984375;293.70332225847;4.48394775390625E-05;1;23;0.0013290205411613;-0.00144852340221405;1 mA
0.120849609375;293.753676258343;4.666748046875E-05;1;24;0.0013290205411613;-0.00144852340221405;1 mA
0.125885009765625;293.804030258216;4.8492431640625E-05;1;25;0.0013290205411613;-0.00144852340221405;1 mA
0.13092041015625;293.854384258089;5.0750732421875E-05;1;26;0.0013290205411613;-0.00144852340221405;1 mA
0.135955810546875;293.904738257962;5.2734375E-05;1;27;0.0013290205411613;-0.00144852340221405;1 mA
0.1409912109375;293.955092257835;5.5084228515625E-05;1;28;0.0013290205411613;-0.00144852340221405;1 mA
0.146026611328125;294.005446257708;5.7586669921875E-05;1;29;0.0013290205411613;-0.00144852340221405;1 mA
0.15106201171875;294.05580025758;6.011962890625E-05;1;30;0.0013290205411613;-0.00144852340221405;1 mA
0.156097412109375;294.106154257453;6.298828125E-05;1;31;0.0013290205411613;-0.00144852340221405;1 mA
0.1611328125;294.156508257326;6.5826416015625E-05;1;32;0.0013290205411613;-0.00144852340221405;1 mA
0.166168212890625;294.206862257199;6.9000244140625E-05;1;33;0.0013290205411613;-0.00144852340221405;1 mA
0.17120361328125;294.257216257072;7.1990966796875E-05;1;34;0.0013290205411613;-0.00144852340221405;1 mA
0.176239013671875;294.307570256945;7.5469970703125E-05;1;35;0.0013290205411613;-0.00144852340221405;1 mA
0.1812744140625;294.357924256818;7.8948974609375E-05;1;36;0.0013290205411613;-0.00144852340221405;1 mA
0.186309814453125;294.408278256691;8.26416015625E-05;1;37;0.0013290205411613;-0.00144852340221405;1 mA
0.19134521484375;294.458632256563;8.636474609375E-05;1;38;0.0013290205411613;-0.00144852340221405;1 mA
0.196380615234375;294.508986256436;9.033203125E-05;1;39;0.0013290205411613;-0.00144852340221405;1 mA
0.201416015625;294.559340256309;9.4146728515625E-05;1;40;0.0013290205411613;-0.00144852340221405;1 mA
0.206451416015625;294.609694256182;9.8114013671875E-05;1;41;0.0013290205411613;-0.00144852340221405;1 mA
0.21148681640625;294.660048256055;0.00010198974609375;1;42;0.0013290205411613;-0.00144852340221405;1 mA
0.216522216796875;294.710402255928;0.000105926513671875;1;43;0.0013290205411613;-0.00144852340221405;1 mA
0.2215576171875;294.760756255801;0.000109649658203125;1;44;0.0013290205411613;-0.00144852340221405;1 mA
0.226593017578125;294.811110255674;0.000113555908203125;1;45;0.0013290205411613;-0.00144852340221405;1 mA
0.23162841796875;294.861464255546;0.000117095947265625;1;46;0.0013290205411613;-0.00144852340221405;1 mA
0.236663818359375;294.911818255419;0.00012066650390625;1;47;0.0013290205411613;-0.00144852340221405;1 mA
0.24169921875;294.962172255292;0.000124176025390625;1;48;0.0013290205411613;-0.00144852340221405;1 mA
0.246734619140625;295.012526255165;0.0001275634765625;1;49;0.0013290205411613;-0.00144852340221405;1 mA
0.25177001953125;295.062880255038;0.00013067626953125;1;50;0.0013290205411613;-0.00144852340221405;1 mA
0.256805419921875;295.113234254911;0.000133819580078125;1;51;0.0013290205411613;-0.00144852340221405;1 mA
