Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
2;0.163;1;0;5.16357421874999E-06
;;2;0.999999997475243;4.90417480468749E-06
;;3;1.99999999495049;4.76684570312499E-06
;;4;2.99999999242573;4.7027587890625E-06
;;5;3.99999998990097;4.5166015625E-06
;;6;4.99999998737621;4.425048828125E-06
;;7;5.99999998485146;4.4097900390625E-06
;;8;6.9999999823267;4.2724609375E-06
;;9;7.99999997980194;4.26330566406249E-06
;;10;8.99999997727718;4.2724609375E-06
;;11;9.99999997475243;4.193115234375E-06
;;12;10.9999999722277;4.0618896484375E-06
;;13;11.9999999697029;4.04968261718749E-06
;;14;12.9999999671782;3.98864746093749E-06
;;15;13.9999999646534;3.86962890625001E-06
;;16;14.9999999621286;3.9794921875E-06
;;17;15.9999999596039;3.89404296875E-06
;;18;16.9999999570791;3.79028320312499E-06
;;19;17.9999999545544;3.753662109375E-06
;;20;18.9999999520296;3.7261962890625E-06
;;21;19.9999999495049;3.70178222656251E-06
;;22;20.9999999469801;3.643798828125E-06
;;23;21.9999999444553;3.57971191406251E-06
;;24;22.9999999419306;3.5888671875E-06
;;25;23.9999999394058;3.5125732421875E-06
;;26;24.9999999368811;3.47290039062501E-06
;;27;25.9999999343563;3.50341796875001E-06
;;28;26.9999999318316;3.3843994140625E-06
;;29;27.9999999293068;3.4332275390625E-06
;;30;28.999999926782;3.35693359375E-06
