Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
1.6;-0.807;1;0;-0.00113037109375
;;2;0.999999997475243;-0.0011419677734375
;;3;1.99999999495049;-0.00115142822265625
;;4;2.99999999242573;-0.001158447265625
;;5;3.99999998990097;-0.001158447265625
;;6;4.99999998737621;-0.00116180419921875
;;7;5.99999998485146;-0.00116455078125
;;8;6.9999999823267;-0.00116668701171875
;;9;7.99999997980194;-0.00116485595703125
;;10;8.99999997727718;-0.00116943359375
;;11;9.99999997475243;-0.00116973876953125
;;12;10.9999999722277;-0.00116912841796875
;;13;11.9999999697029;-0.0011688232421875
;;14;12.9999999671782;-0.0011676025390625
;;15;13.9999999646534;-0.00117340087890625
;;16;14.9999999621286;-0.00117095947265625
;;17;15.9999999596039;-0.00117034912109375
;;18;16.9999999570791;-0.00116943359375
;;19;17.9999999545544;-0.0011712646484375
;;20;18.9999999520296;-0.0011700439453125
;;21;19.9999999495049;-0.0011712646484375
;;22;20.9999999469801;-0.0011700439453125
;;23;21.9999999444553;-0.0011712646484375
;;24;22.9999999419306;-0.00117218017578125
;;25;23.9999999394058;-0.0011712646484375
;;26;24.9999999368811;-0.00117431640625
;;27;25.9999999343563;-0.00116943359375
;;28;26.9999999318316;-0.0011712646484375
;;29;27.9999999293068;-0.00116973876953125
;;30;28.999999926782;-0.00116973876953125
