Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
1.6;-0.147;1;0;-0.0010931396484375
;;2;0.999999997475243;-0.001097412109375
;;3;1.99999999495049;-0.00109283447265625
;;4;2.99999999242573;-0.00109466552734375
;;5;3.99999998990097;-0.00109619140625
;;6;4.99999998737621;-0.00109375
;;7;5.99999998485146;-0.00109466552734375
;;8;6.9999999823267;-0.00109588623046875
;;9;7.99999997980194;-0.0010931396484375
;;10;8.99999997727718;-0.00109405517578125
;;11;9.99999997475243;-0.00109588623046875
;;12;10.9999999722277;-0.00109283447265625
;;13;11.9999999697029;-0.0010955810546875
;;14;12.9999999671782;-0.00109405517578125
;;15;13.9999999646534;-0.00109466552734375
;;16;14.9999999621286;-0.0010943603515625
;;17;15.9999999596039;-0.00109344482421875
;;18;16.9999999570791;-0.001094970703125
;;19;17.9999999545544;-0.00109405517578125
;;20;18.9999999520296;-0.0010943603515625
;;21;19.9999999495049;-0.00109283447265625
;;22;20.9999999469801;-0.00109344482421875
;;23;21.9999999444553;-0.00109344482421875
;;24;22.9999999419306;-0.00109527587890625
;;25;23.9999999394058;-0.00109405517578125
;;26;24.9999999368811;-0.00109466552734375
;;27;25.9999999343563;-0.00109283447265625
;;28;26.9999999318316;-0.0010919189453125
;;29;27.9999999293068;-0.00109222412109375
;;30;28.999999926782;-0.00109344482421875
