Column 1;Column 2 (V/s);Column 3 (V);Index;Time (s);Potential applied (V);WE(1).Current (A)
1.2;0.005;0.0002;1;4527.25368156978;-0.899810791015625;-0.00101654052734375
;;;2;4527.28419956971;-0.899658203125;-0.00101531982421875
;;;3;4527.31471756963;-0.899505615234375;-0.00101531982421875
;;;4;4527.34523556955;-0.89935302734375;-0.0010137939453125
;;;5;4527.37575356947;-0.899200439453125;-0.00101226806640625
;;;6;4527.4062715694;-0.8990478515625;-0.0010125732421875
;;;7;4527.43678956932;-0.898895263671875;-0.00101165771484375
;;;8;4527.46730756924;-0.89874267578125;-0.00101226806640625
;;;9;4527.49782556917;-0.898590087890625;-0.00101226806640625
;;;10;4527.52834356909;-0.8984375;-0.00101165771484375
;;;11;4527.55886156901;-0.898284912109375;-0.00101226806640625
;;;12;4527.58937956894;-0.89813232421875;-0.00101226806640625
;;;13;4527.61989756886;-0.897979736328125;-0.00101287841796875
;;;14;4527.65041556878;-0.8978271484375;-0.0010137939453125
;;;15;4527.6809335687;-0.897674560546875;-0.00101287841796875
;;;16;4527.71145156863;-0.89752197265625;-0.0010125732421875
;;;17;4527.74196956855;-0.897369384765625;-0.00101165771484375
;;;18;4527.77248756847;-0.897216796875;-0.0010113525390625
;;;19;4527.8030055684;-0.897064208984375;-0.00101165771484375
;;;20;4527.83352356832;-0.89691162109375;-0.0010107421875
;;;21;4527.86404156824;-0.896759033203125;-0.0010101318359375
;;;22;4527.89455956817;-0.8966064453125;-0.00100921630859375
;;;23;4527.92507756809;-0.896453857421875;-0.00100860595703125
;;;24;4527.95559556801;-0.89630126953125;-0.001009521484375
;;;25;4527.98611356793;-0.896148681640625;-0.001009521484375
;;;26;4528.01663156786;-0.89599609375;-0.001009521484375
;;;27;4528.04714956778;-0.895843505859375;-0.00100921630859375
;;;28;4528.0776675677;-0.89569091796875;-0.00100799560546875
;;;29;4528.10818556763;-0.895538330078125;-0.0010089111328125
;;;30;4528.13870356755;-0.8953857421875;-0.00100982666015625
;;;31;4528.16922156747;-0.895233154296875;-0.00101043701171875
;;;32;4528.19973956739;-0.89508056640625;-0.001009521484375
;;;33;4528.23025756732;-0.894927978515625;-0.0010076904296875
;;;34;4528.26077556724;-0.894775390625;-0.001007080078125
;;;35;4528.29129356716;-0.894622802734375;-0.0010064697265625
;;;36;4528.32181156709;-0.89447021484375;-0.00100738525390625
;;;37;4528.35232956701;-0.894317626953125;-0.00100921630859375
;;;38;4528.38284756693;-0.8941650390625;-0.00100921630859375
;;;39;4528.41336556686;-0.894012451171875;-0.0010089111328125
;;;40;4528.44388356678;-0.89385986328125;-0.00100738525390625
;;;41;4528.4744015667;-0.893707275390625;-0.0010064697265625
;;;42;4528.50491956662;-0.8935546875;-0.00100677490234375
;;;43;4528.53543756655;-0.893402099609375;-0.00100616455078125
;;;44;4528.56595556647;-0.89324951171875;-0.0010064697265625
;;;45;4528.59647356639;-0.893096923828125;-0.001005859375
;;;46;4528.62699156632;-0.8929443359375;-0.00100433349609375
;;;47;4528.65750956624;-0.892791748046875;-0.001004638671875
;;;48;4528.68802756616;-0.89263916015625;-0.00100433349609375
;;;49;4528.71854556608;-0.892486572265625;-0.00100494384765625
;;;50;4528.74906356601;-0.892333984375;-0.0010052490234375
;;;51;4528.77958156593;-0.892181396484375;-0.00100494384765625
;;;52;4528.81009956585;-0.89202880859375;-0.0010052490234375
;;;53;4528.84061756578;-0.891876220703125;-0.001004638671875
;;;54;4528.8711355657;-0.8917236328125;-0.001005859375
;;;55;4528.90165356562;-0.891571044921875;-0.00100677490234375
;;;56;4528.93217156555;-0.89141845703125;-0.00100677490234375
;;;57;4528.96268956547;-0.891265869140625;-0.0010064697265625
;;;58;4528.99320756539;-0.89111328125;-0.0010052490234375
;;;59;4529.02372556531;-0.890960693359375;-0.0010052490234375
;;;60;4529.05424356524;-0.89080810546875;-0.0010064697265625
;;;61;4529.08476156516;-0.890655517578125;-0.00100616455078125
;;;62;4529.11527956508;-0.8905029296875;-0.00100616455078125
;;;63;4529.14579756501;-0.890350341796875;-0.00100433349609375
;;;64;4529.17631556493;-0.89019775390625;-0.0010028076171875
;;;65;4529.20683356485;-0.890045166015625;-0.00100372314453125
;;;66;4529.23735156478;-0.889892578125;-0.00100341796875
;;;67;4529.2678695647;-0.889739990234375;-0.0010040283203125
;;;68;4529.29838756462;-0.88958740234375;-0.00100372314453125
;;;69;4529.32890556454;-0.889434814453125;-0.00100311279296875
;;;70;4529.35942356447;-0.8892822265625;-0.00100341796875
;;;71;4529.38994156439;-0.889129638671875;-0.00100311279296875
;;;72;4529.42045956431;-0.88897705078125;-0.0010040283203125
;;;73;4529.45097756424;-0.888824462890625;-0.00100341796875
;;;74;4529.48149556416;-0.888671875;-0.001002197265625
;;;75;4529.51201356408;-0.888519287109375;-0.00100250244140625
;;;76;4529.542531564;-0.88836669921875;-0.001002197265625
;;;77;4529.57304956393;-0.888214111328125;-0.00100250244140625
;;;78;4529.60356756385;-0.8880615234375;-0.00100341796875
;;;79;4529.63408556377;-0.887908935546875;-0.00100311279296875
;;;80;4529.6646035637;-0.88775634765625;-0.00100311279296875
;;;81;4529.69512156362;-0.887603759765625;-0.00100189208984375
;;;82;4529.72563956354;-0.887451171875;-0.00100128173828125
;;;83;4529.75615756347;-0.887298583984375;-0.0010015869140625
;;;84;4529.78667556339;-0.88714599609375;-0.0010009765625
;;;85;4529.81719356331;-0.886993408203125;-0.00100128173828125
;;;86;4529.84771156323;-0.8868408203125;-0.00100067138671875
