Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
0.8;0.123;1;0;3.43017578125E-06
;;2;0.999999997475243;3.18603515625E-06
;;3;1.99999999495049;3.0792236328125E-06
;;4;2.99999999242573;2.9266357421875E-06
;;5;3.99999998990097;2.81677246093751E-06
;;6;4.99999998737621;2.7313232421875E-06
;;7;5.99999998485146;2.7191162109375E-06
;;8;6.9999999823267;2.6519775390625E-06
;;9;7.99999997980194;2.6123046875E-06
;;10;8.99999997727718;2.55432128906249E-06
;;11;9.99999997475243;2.520751953125E-06
;;12;10.9999999722277;2.490234375E-06
;;13;11.9999999697029;2.41699218749999E-06
;;14;12.9999999671782;2.4078369140625E-06
;;15;13.9999999646534;2.3193359375E-06
;;16;14.9999999621286;2.33154296875E-06
;;17;15.9999999596039;2.276611328125E-06
;;18;16.9999999570791;2.2125244140625E-06
;;19;17.9999999545544;2.1942138671875E-06
;;20;18.9999999520296;2.17285156249999E-06
;;21;19.9999999495049;2.09655761718749E-06
;;22;20.9999999469801;2.06604003906249E-06
;;23;21.9999999444553;2.06604003906249E-06
;;24;22.9999999419306;2.001953125E-06
;;25;23.9999999394058;1.9561767578125E-06
;;26;24.9999999368811;1.9989013671875E-06
;;27;25.9999999343563;1.94396972656249E-06
;;28;26.9999999318316;1.84020996093751E-06
;;29;27.9999999293068;1.8035888671875E-06
;;30;28.999999926782;1.79138183593749E-06
