Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
1.2;0.173;1;0;5.18798828125E-06
;;2;0.999999997475243;4.88891601562499E-06
;;3;1.99999999495049;4.69360351562501E-06
;;4;2.99999999242573;4.608154296875E-06
;;5;3.99999998990097;4.52270507812499E-06
;;6;4.99999998737621;4.44641113281249E-06
;;7;5.99999998485146;4.3365478515625E-06
;;8;6.9999999823267;4.376220703125E-06
;;9;7.99999997980194;4.26330566406249E-06
;;10;8.99999997727718;4.1473388671875E-06
;;11;9.99999997475243;4.1351318359375E-06
;;12;10.9999999722277;4.0252685546875E-06
;;13;11.9999999697029;4.071044921875E-06
;;14;12.9999999671782;3.96728515625E-06
;;15;13.9999999646534;3.924560546875E-06
;;16;14.9999999621286;3.9031982421875E-06
;;17;15.9999999596039;3.8604736328125E-06
;;18;16.9999999570791;3.7872314453125E-06
;;19;17.9999999545544;3.7506103515625E-06
;;20;18.9999999520296;3.741455078125E-06
;;21;19.9999999495049;3.67431640625E-06
;;22;20.9999999469801;3.662109375E-06
;;23;21.9999999444553;3.619384765625E-06
;;24;22.9999999419306;3.73229980468751E-06
;;25;23.9999999394058;3.6956787109375E-06
;;26;24.9999999368811;3.6041259765625E-06
;;27;25.9999999343563;3.56445312500001E-06
;;28;26.9999999318316;3.54919433593751E-06
;;29;27.9999999293068;3.4912109375E-06
;;30;28.999999926782;3.497314453125E-06
