Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range;User events
-0.79498291015625;288.271366272185;-8.48388671875E-05;1;1;0.0103442579973489;-0.000395649578422308;1 mA;
-0.789947509765625;288.523136271549;-5.56640625E-05;1;2;0.0103442579973489;-0.000395649578422308;1 mA;
-0.784912109375;288.774906270913;-4.09698486328125E-05;1;3;0.0103442579973489;-0.000395649578422308;1 mA;
-0.779876708984375;289.026676270278;-3.17108154296875E-05;1;4;0.0103442579973489;-0.000395649578422308;1 mA;
-0.77484130859375;289.278446269642;-2.51739501953125E-05;1;5;0.0103442579973489;-0.000395649578422308;1 mA;
-0.769805908203125;289.530216269006;-2.00897216796875E-05;1;6;0.0103442579973489;-0.000395649578422308;1 mA;
-0.7647705078125;289.781986268371;-1.6058349609375E-05;1;7;0.0103442579973489;-0.000395649578422308;1 mA;
-0.759735107421875;290.033756267735;-1.28204345703125E-05;1;8;0.0103442579973489;-0.000395649578422308;1 mA;
-0.75469970703125;290.2855262671;-1.01287841796875E-05;1;9;0.0103442579973489;-0.000395649578422308;1 mA;
-0.749664306640625;290.537296266464;-7.94372558593751E-06;1;10;0.0103442579973489;-0.000395649578422308;1 mA;
-0.74462890625;290.789066265828;-5.99365234375E-06;1;11;0.0103442579973489;-0.000395649578422308;1 mA;
-0.739593505859375;291.040836265193;-4.498291015625E-06;1;12;0.0103442579973489;-0.000395649578422308;1 mA;
-0.73455810546875;291.292606264557;-3.2196044921875E-06;1;13;0.0103442579973489;-0.000395649578422308;1 mA;
-0.729522705078125;291.544376263921;-2.0416259765625E-06;1;14;0.0103442579973489;-0.000395649578422308;1 mA;
-0.7244873046875;291.796146263286;-1.190185546875E-06;1;15;0.0103442579973489;-0.000395649578422308;1 mA;
-0.719451904296875;292.04791626265;-3.14331054687506E-07;1;16;0.0103442579973489;-0.000395649578422308;1 mA;
-0.71441650390625;292.299686262014;3.11279296874994E-07;1;17;0.0103442579973489;-0.000395649578422308;1 mA;
-0.709381103515625;292.551456261379;9.52148437499994E-07;1;18;0.0103442579973489;-0.000395649578422308;1 mA;
-0.704345703125;292.803226260743;1.446533203125E-06;1;19;0.0103442579973489;-0.000395649578422308;1 mA;
-0.699310302734375;293.054996260107;1.96228027343751E-06;1;20;0.0103442579973489;-0.000395649578422308;1 mA;
-0.69427490234375;293.306766259472;2.50854492187499E-06;1;21;0.0103442579973489;-0.000395649578422308;1 mA;
-0.689239501953125;293.558536258836;2.92358398437501E-06;1;22;0.0103442579973489;-0.000395649578422308;1 mA;
-0.6842041015625;293.8103062582;3.314208984375E-06;1;23;0.0103442579973489;-0.000395649578422308;1 mA;
-0.679168701171875;294.062076257565;3.77502441406249E-06;1;24;0.0103442579973489;-0.000395649578422308;1 mA;
-0.67413330078125;294.313846256929;4.28161621093751E-06;1;25;0.0103442579973489;-0.000395649578422308;1 mA;
-0.669097900390625;294.565616256293;4.64782714843751E-06;1;26;0.0103442579973489;-0.000395649578422308;1 mA;
-0.6640625;294.817386255658;5.096435546875E-06;1;27;0.0103442579973489;-0.000395649578422308;1 mA;
-0.659027099609375;295.069156255022;5.56335449218751E-06;1;28;0.0103442579973489;-0.000395649578422308;1 mA;
-0.65399169921875;295.320926254386;6.09436035156249E-06;1;29;0.0103442579973489;-0.000395649578422308;1 mA;
-0.648956298828125;295.572696253751;6.67724609375001E-06;1;30;0.0103442579973489;-0.000395649578422308;1 mA;
-0.6439208984375;295.824466253115;7.26928710937499E-06;1;31;0.0103442579973489;-0.000395649578422308;1 mA;
-0.638885498046875;296.076236252479;7.855224609375E-06;1;32;0.0103442579973489;-0.000395649578422308;1 mA;
-0.63385009765625;296.328006251844;8.6273193359375E-06;1;33;0.0103442579973489;-0.000395649578422308;1 mA;
-0.628814697265625;296.579776251208;9.49707031249999E-06;1;34;0.0103442579973489;-0.000395649578422308;1 mA;
-0.623779296875;296.831546250572;1.05438232421875E-05;1;35;0.0103442579973489;-0.000395649578422308;1 mA;
-0.618743896484375;297.083316249937;1.17523193359375E-05;1;36;0.0103442579973489;-0.000395649578422308;1 mA;
-0.61370849609375;297.335086249301;1.31561279296875E-05;1;37;0.0103442579973489;-0.000395649578422308;1 mA;
-0.608673095703125;297.586856248665;1.475830078125E-05;1;38;0.0103442579973489;-0.000395649578422308;1 mA;
-0.6036376953125;297.83862624803;1.64947509765625E-05;1;39;0.0103442579973489;-0.000395649578422308;1 mA;
-0.598602294921875;298.090396247394;1.832275390625E-05;1;40;0.0103442579973489;-0.000395649578422308;1 mA;
-0.59356689453125;298.342166246758;2.0135498046875E-05;1;41;0.0103442579973489;-0.000395649578422308;1 mA;
-0.588531494140625;298.593936246123;2.18231201171875E-05;1;42;0.0103442579973489;-0.000395649578422308;1 mA;
-0.58349609375;298.845706245487;2.3516845703125E-05;1;43;0.0103442579973489;-0.000395649578422308;1 mA;
-0.578460693359375;299.097476244851;2.50732421875E-05;1;44;0.0103442579973489;-0.000395649578422308;1 mA;
-0.57342529296875;299.349246244216;2.65777587890625E-05;1;45;0.0103442579973489;-0.000395649578422308;1 mA;
-0.568389892578125;299.60101624358;2.781982421875E-05;1;46;0.0103442579973489;-0.000395649578422308;1 mA;
-0.5633544921875;299.852786242944;2.90069580078125E-05;1;47;0.0103442579973489;-0.000395649578422308;1 mA;
-0.558319091796875;300.104556242309;3.00048828125E-05;1;48;0.0103442579973489;-0.000395649578422308;1 mA;
-0.55328369140625;300.356326241673;3.09906005859375E-05;1;49;0.0103442579973489;-0.000395649578422308;1 mA;
